       2       1 Medium  Ford     Mustang     3119       4       4 Y       Y            473     419      47      52     854    1373    1451     694
       2       1 Medium  Ford     Mustang(    3317       5       5 Y       Y            216     128      45      43    1100    1196    1259     730
       4       0 Medium  Ford     Taurus      3358       4       4 Y       Y            541     438      44      46     745    1084    1030     806
       2       1 Medium  Ford     Thunderb    3460       5       5 Y       Y            475     302      36      37    1452     868     848     350
       4       0 Medium  Honda    Odyssey     3459       4       4 Y       Y            637     644      50      47    1221    1355     492     592
       4       0 Medium  Isuzu    Oasis       3459       4       4 Y       Y            637     644      50      47    1221    1355     492     592
       4       0 Medium  Mazda    Millenia    3150       4       5 Y       Y            433     202      46      42    1338     829    1246    1115
       4       0 Medium  Merc-Ben C230        3190       4       4 Y       Y            647     654      53      53    1002    1282     799    1024
       2       1 Medium  Mercury  Cougar      3460       5       5 Y       Y            475     302      36      37    1452     868     848     350
       4       0 Medium  Mercury  Mystique    3020       5       4 Y       Y            471     357      43      58     717    1103    1459    1028
       4       0 Medium  Mercury  Sable       3358       4       4 Y       Y            541     438      44      46     745    1084    1030     806
       2       1 Medium  Pontiac  Firebird    3408       5       5 Y       Y            308     403      40      42     827     466     694     516
       4       0 Medium  Pontiac  GrandPri    3398       4       4 Y       Y            719     528      53      49    1279     775    1050     836
       4       0 Medium  Saab     900         3064       4       4 Y       Y            640     578      48      49    1395    1050     904     641
       4       0 Medium  Toyota   Avalon      3290       4       5 Y       Y            517     243      47      47     542     545     645     766
       4       0 Medium  Volkswag Passat      3124       4       4 Y       Y            568     611      55      53     512     246     821     536
       4       0 Medium  Volvo    850         3241       5       4 Y       Y            434     421      43      58    1404    1371    1093     945
       4       0 Heavy   Cadillac Deville     4011       4       4 Y       Y            656     552      45      44     971    1214     989     826
       4       0 Heavy   Ford     CrownVic    3849       5       5 Y       Y            499     218      37      41    1026     642     791     719
       4       0 Heavy   Lexus    GS300       3765       3       3 Y       Y            622     370      59      61     731     848     830    1194
       4       0 Heavy   Lincoln  TownCar     4035       4       5 Y       Y            600     181      44      43    1169     798     847     492
       4       0 Heavy   Mercury  GrandMar    3849       5       5 Y       Y            499     218      37      41    1026     642     791     719
       4       0 Heavy   Oldsmobi Aurora      3993       3       3 Y       Y            687     936      58      53     804    1401    1321     561
       4       0 Heavy   Pontiac  Bonnevil    3558       5       3 Y       Y            360     768      44      57    1376    1414    1499     705
       4       0 Sport   Acura    SLX4X4      4306       3       3 Y       Y            668     843      56      61    1048    1374    1402    1374
       4       0 Sport   Ford     Explorer    4242       4       4 Y       Y            525     448      49      48     984    1126     781    1028
       2       1 Sport   Geo      Tracker     2501       2       3 Y       Y            930     666      64      62    1318    1323     711    1572
       4       0 Sport   Honda    Passport    4105       4       3 Y       Y            528     782      57      59    1250    1340     837    1512
       4       0 Sport   Isuzu    Rodeo       4105       4       3 Y       Y            528     782      57      59    1250    1340     837    1512
       4       0 Sport   Isuzu    Trooper     4306       3       3 Y       Y            668     843      56      61    1048    1374    1402    1374
       4       0 Sport   Jeep     GrandChe    3785       3       4 Y       Y            952     554      59      57    1376    1199    1457    1080
       2       1 Sport   Suzuki   Sidekick    2501       2       3 Y       Y            930     666      64      62    1318    1323     711    1572
       4       0 Sport   Toyota   4Runner     4179       3       3 Y       Y            920     601      56      62    1121    1150     869     959
       2       1 LtTruck Chevrole S10PU       3515       3       2 Y       N            955    1205      53      43     901    1683     806     608
       2       1 LtTruck Ford     F-150PU     3909       4       5 Y       Y            548     474      45      42    1780    1267    1055     853
       2       1 LtTruck Ford     RangerPU    3149       4       4 Y       Y            724     711      53      53    1285    1446     992    1324
       2       1 LtTruck GMC      SonomaPU    3515       3       2 Y       N            955    1205      53      43     901    1683     806     608
       2       1 LtTruck Mazda    BSeriesP    3149       4       4 Y       Y            724     711      53      53    1285    1446     992    1324
       2       1 LtTruck Nissan   PU          2831       2       4 Y       N            758     653      68      55     658     661     277     290
       2       1 LtTruck Toyota   TacomaPU    2560       2       3 Y       N           1240    1041      52      46     957     313     257     759
       3       0 Van     Chevrole Astro       4415       3       3 Y       Y            613     412      61      69    1479    1955    1351     788
       3       0 Van     Chrysler Town&Cou    3645       4       4 Y       Y            773     419      51      45    1617    1264    1036     795
       3       0 Van     Dodge    Caravan     3645       4       4 Y       Y            773     419      51      45    1617    1265    1036     795
       3       0 Van     Dodge    GrandCar    4000       3       4 Y       Y            879     403      54      46    1136    1033    1425    1506
       3       0 Van     Dodge    Ram         4056       3       4 Y       N            874     764      55      51    2622    1928     490     459
       3       0 Van     Ford     Aerostar    3670       4       3 Y       N            485     723      51      57    1590    1310     947     342
       3       0 Van     Ford     Windstar    3801       5       5 Y       Y            518     231      42      42    1124     715     570     854
       3       0 Van     GMC      Safari      4415       3       3 Y       Y            613     412      61      69    1479    1955    1351     788
       3       0 Van     Mazda    MPV         3821       4       4 Y       Y            593     409      46      46     713     908     990    1161
       3       0 Van     Mercury  Villager    3862       4       3 Y       Y            405     861      46      51    1141    1105    1631     818
       3       0 Van     Nissan   Quest       3862       4       3 Y       Y            405     861      46      51    1141    1105    1631     818
       3       0 Van     Plymouth Voyager     3645       4       4 Y       Y            773     419      51      45    1617    1264    1036     795
       3       0 Van     Toyota   Previa      3644       4       3 Y       Y            402     532      58      60    1291     951     802    1020
