     213   927.4   902.0       0 1.11036 1.16285 1.16285       1  .25000     400
     214   241.7   244.0       1 1.04946 1.16941 1.16941       1  .75000      45
     215    65.8    82.4       0 1.18645 1.20456 1.22890       1  .44444      60
     216  1208.4  1230.3       0 1.00000 1.30919 1.49820       0  .30769     295
     217  9453.4  9479.7       0 1.02255 1.03217 1.14419       1  .31579     500
     218  7098.1  8296.8       0 1.00855 1.03726 1.19543       1  .50000     510
     219   912.1  1137.7       0 1.00000 1.28672 1.28672       0  .33333     220
     220   260.0   319.6       1 1.00717 1.06833 1.06854       0  .80000      90
     221  8992.3 10743.6       0 1.03058 1.05344 1.36599       1  .45455     650
     222   339.9   428.8       0 1.20245 1.23939 1.23939       1  .37500     165
     223   833.7   859.7       1 1.05191 1.06098 6.04598       0  .33333     450
     224  4833.8  6225.0       0 1.00000 1.06601 1.37437       0  .53333     520
     225   271.9   223.9       1 1.01232 1.03402 1.10971       1  .66667     110
     226  2966.3  4433.5       0 1.07730 1.30852 1.51367       0  .25000     720
     227   577.4   701.1       0 1.00000 1.25713 1.25713       0  .25000     150
     228 10480.3 10276.3       0 1.02502 1.03832 1.30423       1  .68750     570
     229   462.4   444.2       0 1.04262 1.04489 1.05778       1  .80000     120
     230  2558.2  2741.1       0 1.14482 1.16483 1.19685       1  .44444     365
     231  2814.9  2816.7       0 1.02002 1.11954 1.26368       0  .54545     540
     232   119.8   122.2       0 1.00000 1.06686 1.29526       0  .66667      90
     233  3184.9  3373.0       0 1.00000 1.02879 1.35838       1  .58333     240
     234   473.2   548.0       0 1.11100 1.12516 1.12516       0  .37500     130
     235   400.5   496.7       0 1.06915 1.08216 1.18507       1  .50000      90
